label_id,category,label_itunes_id
518,teahouse,19
519,Car Rental,23
520,bookstore,19
521,Health Products,19
522,flower shop,19
523,Driving School,4
524,Games deep tags,8
525,Game willingness to pay,8
526,Game amount paid,8
527,Game Frequency,8
528,Game Installation,8
529,Active Games,8
530,High (had paid behavior),26
531,Low (not over charge behavior),26
532,payment 1,6
533,payment 2,6
534,payment 3,6
535,payment 4,6
536,payment 5,6
537,Ultra-high frequency (more than seven consecutive days game behavior),26
538,High Frequency (seven consecutive days there are games behavior),26
539,IF (there are three consecutive days game behavior),26
540,Low Frequency (only recently have the game play a day),26
541,High installation (over 7 games),26
542,The installation (3-7 games),26
543,Low installation (only 1-2 games),26
544,Active high (nearly 30 days played 7 games),26
545,Active in (nearly 30 days played 3-7 games),26
546,Low active (nearly 30 days played 1-2 games),26
547,car brand,18
548,Industry tag,2
549,Property Industry 1.0,2
550,quality,26
551,Customization,26
552,Trendy / cool,26
553,Simple,26
554,Reputation,5
555,Relatives,18
556,Irritation / Fun,5
557,natural,26
558,service,26
559,free,26
560,Enthusiasm,26
561,noble,26
562,Science and Technology,18
563,vitality,9
564,pursue,26
565,Smart Shopping,19
566,Personal Effectiveness,18
567,classical,26
568,comfortable,26
569,Total Cost,26
570,Teahouse,19
571,Toiletries,19
572,Leather Care,18
573,cinema,18
574,Musical instruments,18
575,Indian Express,26
576,Foot Massage,19
577,Experience / DIY,18
578,Medical,12
579,marry,18
580,beauty,18
581,Hairdressing,18
582,financial,6
583,Slim,18
584,Paternity,18
585,Nail,18
586,Beauty SPA,18
587,Early Learning,4
588,medical instruments,12
589,Training institutions,4
590,Exam training,4
591,Device Properties,26
592,Brands,26
608,Equipment category,9
609,Phone,18
610,flat,18
611,Smart TV,18
612,smart watch,18
613,Smart bracelet,18
614,Features,18
615,Music phone,18
616,Beauty phone,18
617,Old machine,18
618,Photography phone,18
619,High-end business phone,18
620,Cost-effective mobile,18
621,screen size,18
622,6.0 inches above,26
623,6.0-5.6 inches,26
624,5.5-5.1 inches,26
625,5.0-4.6 inches,26
626,4.5-3.1 inches,26
627,3 inches and below,26
628,operating system,26
629,iOS,26
630,WP,26
631,Android,26
632,Hardware Features,26
633,8-core chips,26
634,Gyro,26
635,NFC chip,26
636,Dual SIM,26
637,Operators,26
638,operatior 1,26
639,operator 2,26
640,operator 3,26
641,The internet,26
642,WIFI,26
643,4G,26
644,3G,26
645,2G,26
646,unknown,26
647,unknown,26
648,unknown,26
649,unknown,26
650,unknown,26
651,unknown,26
652,shopping center,19
653,language training,4
654,Car Accessories,19
655,pawn shop,19
656,Bath,19
657,Express Inn,23
658,CAR WASH,10
659,General merchandise,19
660,Real Estate Agents,19
661,securities company,6
662,post Office,10
663,SCHOOL,4
664,the University,4
665,dance,4
666,Parenting,4
667,Month Center,26
668,Museum of Traditional Chinese Medicine,5
669,Corporate,2
670,Telecom company,19
671,Travel,23
672,Parent-child's play,18
673,Personalized photo,19
674,Optical Shop,19
675,Star Hotels,23
676,Express,26
677,Logistics companies,2
678,Skills Training,4
679,Concert hall,10
680,Food company,7
681,Insurance company,19
682,car repair,19
683,fingerprint,19
684,City resident,19
685,family,26
686,model,26
687,Other operators,26
688,Ping,26
689,safety Insurance,26
690,Peace - Search,10
691,mobile bank,6
692,Insurance,26
693,Resolution,26
694,Wearable Health,26
695,Smart Appliances,26
696,Intelligent hardware,26
698,unknown,26
699,unknown,26
700,unknown,26
701,unknown,26
702,unknown,26
703,unknown,26
704,Property Industry 2.0,2
705,Quality 1,26
706,Customized 1,26
707,Trendy / cool 1,26
708,Simple 1,26
709,1 reputation,26
710,Relatives 1,26
711,Irritation / Fun 1,26
712,Nature 1,26
713,Services 1,26
714,1 free,26
715,Passion 1,26
716,Noble 1,26
717,Science and Technology 1,26
718,1 vitality,26
719,Pursuit 1,26
720,Smart Shopping 1,19
721,Personal Effectiveness 1,26
722,Classical 1,26
723,Cozy 1,26
724,Total Cost 1,26
730,And the Church,26
731,stock,6
732,A shares,6
733,B Shares,6
734,H shares,6
735,N shares,6
736,Other shares,6
737,fund,6
738,Monetary Fund,6
739,Mixed Fund,6
740,Bond Fund,6
741,Capital Preservation Fund,6
742,QDII fund,6
743,Commodity Funds,6
744,Equity Fund,6
745,Index Fund,6
746,Closed-end funds,6
747,Insurance,10
748,Life Insurance,10
749,Insurance,10
750,Liability,10
751,Bank financing,6
752,fixed income,6
753,Guaranteed income,6
754,Non-guaranteed income,6
755,Consumer loans,6
756,Internet banking,6
757,P2P,6
758,Direct Banking,6
759,Third party payment,6
760,Crowdfunding,6
761,Financial Services,6
762,Trust,6
763,Trust funds,6
764,Chattel trust,6
765,Real Estate Trust,6
766,Property Trust,6
767,Intellectual Property Trust,6
770,Stock Futures,6
771,Commodity Futures,6
772,Financial Futures,6
773,High Flow,6
774,High mobility,6
775,Liquid medium,6
776,Lower liquidity,6
777,Low liquidity,6
778,High profitability,6
779,Higher income,6
780,Moderate profitability,6
781,Low profitability,6
782,Low income,6
783,High risk,6
784,Higher risk,6
785,Medium risk,6
786,Low risk,6
787,Low Risk,6
788,Financial Supermarket,6
789,other,6
790,Financial Information,6
791,Lottery ticket,6
792,exchange rate,6
793,Antique collection,6
794,Tencent,24
795,game,8
796,Cards RPG,8
797,MMO,8
798,round,8
800,ARPG,8
801,MOBA,8
802,SLG (strategy),8
803,Racing (RAC),8
804,Flight Shooting,8
805,Shootout Shooting (STG),8
806,music,8
807,Sports,8
808,Tower Defense,8
809,Business simulation,8
810,Casual puzzle categories,8
811,Chess categories,8
812,Parkour avoid class,4
813,The elimination of class,4
814,Animation,4
815,Animation aggregate class,4
816,Class animation community,4
817,Comics Reading Tools,4
818,literature,4
819,Read the operator's,4
820,read,1
821,Pirated content,1
822,Listening to books category,1
823,Other Read,1
824,Hardware Related,26
825,the film,26
826,Online booking class,4
827,User Community,4
828,Vermicelli,26
829,Buy class,4
830,Pay,26
831,Not paid the fee,26
832,paid1,26
833,paid2,26
834,paid3,26
835,paid4,26
836,paid5,26
837,paid6,26
838,paid7,26
839,Doctors,18
840,Maternal and child population,18
841,Prepare baby,18
842,Families with babies,18
843,Pregnant baby,18
844,Parenting stage,18
845,Families with big baby,18
846,Families with small babies,18
847,Sea Amoy,26
848,He slightly - Family Life Cycle,26
849,Youth House,26
850,the little sun,26
851,Three Generations of children,26
852,Middle-aged home,26
853,Empty nesters,26
854,Property Industry new,2
855,noble,26
856,Total Cost,26
857,free,26
858,natural,26
859,pursue,26
860,quality,26
861,Cool trendy,26
862,Relatives,26
863,Smart Shopping,19
864,Reputation,26
865,Science and Technology,26
866,Simple,26
867,Enthusiasm,26
868,vitality,26
869,classical,26
870,Personal Effectiveness,26
871,service,26
872,Customization,26
873,Stimulate fun,26
874,comfortable,26
875,Viewing preferences,26
876,physical education,4
877,health,9
878,Public class,4
879,military,10
880,Animation,26
881,Original,26
882,Wonderful,26
883,Olympic,26
884,entertainment,5
885,Children,26
886,advertising,26
887,microfilm,26
888,Funny,26
889,education,4
890,tourism,23
891,Fashion Arts,18
892,fashion,18
893,Mother,18
894,car,18
895,game,18
896,Trailer,18
897,life,18
898,the film,18
899,TV series,18
900,Science and Technology,18
901,Documentary,26
902,Arts,26
903,Lenovo Cooperation,26
904,Talk show,26
905,Finance and economics,6
906,Information,26
907,music,13
908,other,26
909,Air Travel,23
910,aviation,18
916,Airline type,23
917,Full Service Airlines,23
918,Low Cost Airlines,23
919,Regional Aviation,23
920,High-end business aviation,23
921,General Aviation,23
922,Aviation Integrated Services,18
923,Aeronautical Information Service,18
924,Airline Alliances,18
925,airport,23
926,Flight area,26
927,Chinese mainland (Airlines),23
928,Southeast Asia (aviation),23
929,Japan and South Korea (Air),23
930,"Europe, the United States and Macao (aviation)",23
931,"Hong Kong, Macao and Taiwan (aviation)",23
932,travel,23
933,Purpose of travel,23
934,Travel Travel,23
935,Overseas travel,23
936,Domestic travel,23
937,Integrated tourism,23
938,Tour around,23
939,Travel Information,23
940,Free exercise,9
941,Travel preferences,23
942,Share Tour,23
943,Destination Region,23
944,Southeast Asia (Travel),23
945,Japan and South Korea (Travel),23
946,"Europe, the United States and Macao (Travel)",23
947,"Hong Kong, Macao and Taiwan (Travel)",23
948,Booking channels,23
949,Integrated ticket reservation,23
950,Book hotel complex,23
951,High-speed rail train reservation,23
952,Coach reservations,23
953,Integrated Air Travel Booking,23
954,Hotels,23
955,Hotel Type,23
956,High-end hotel,23
957,Hotel Chain,23
958,Non-standard accommodation,23
959,financial,6
960,P2P,26
965,unknown,26
966,BM,26
967,NS,26
968,Card Game,8
969,casual games,8
970,Puzzles,8
971,cosplay,8
972,Sports Games,8
973,Table Games,8
974,action games,8
975,strategy game,8
976,Simulators,8
977,Adventure Game,8
978,Chess game,8
979,Dice Game,8
980,Educational games,8
981,Family Games,8
982,Music Games,8
983,Racing games,8
984,Games,8
985,Word games,8
986,Xian Xia,26
987,effort,26
988,navigation,14
989,Tomb,26
990,reality show,5
991,Jin Yong,26
992,trickery,26
993,Senki,26
994,Journey,26
995,tribe,26
996,Ninja,26
997,Romance,10
998,Shushan,26
999,Martial arts,18
1000,Domestic animation,26
1001,Europe and Fantasy,26
1002,Harem,26
1003,fashion,18
1004,Finance,6
1005,Traditional securities brokerage,6
1006,Lottery ticket,6
1007,P2P net loan,6
1008,Pay,6
1009,Crowdfunding,6
1010,Accounting,6
1011,Third-party card management,6
1012,Internet Banking,6
1013,Financial Information,6
1014,Consumer Finance,6
1015,mobile bank,6
1016,Traditional Insurance,6
1017,Heritage Foundation,6
1018,Direct Banking,6
1019,Internet Securities,6
1020,Bank Credit Card,6
1021,Internet Insurance,6
