event_id,device_id,timestamp,longitude,latitude
176277,2798088763423475874,2016-05-02T13:50:36.000-06:00,119.33,29.52
179235,-3184462246798874051,2016-05-06T15:29:28.000-06:00,120.24,31.91
181655,-2291775807331754363,2016-05-05T17:23:43.000-06:00,0.0,0.0
181953,-5422750063381127309,2016-05-07T16:57:07.000-06:00,115.68,30.47
184629,2334568628287627595,2016-05-06T19:52:41.000-06:00,117.04,30.53
184785,5188803014105981167,2016-05-07T19:21:54.000-06:00,0.0,0.0
185164,-2022221653290860569,2016-05-02T20:31:29.000-06:00,116.83,26.85
186304,-3139931434560909502,2016-05-02T00:25:10.000-06:00,104.4,31.33
186768,-3794348569514950948,2016-05-07T20:27:52.000-06:00,0.0,0.0
187363,-6237778515916915030,2016-05-01T21:43:26.000-06:00,117.38,32.95
188351,-5203822595876879424,2016-05-03T21:03:41.000-06:00,113.23,23.36
189193,4805689792827752200,2016-05-06T21:23:57.000-06:00,0.0,0.0
189446,7352311936141850142,2016-05-01T03:35:40.000-06:00,113.82,36.17
190141,-749360912186010781,2016-05-01T22:42:07.000-06:00,113.62,34.84
190383,4624343162642866205,2016-05-06T03:15:47.000-06:00,120.25,32.25
190885,-6215415041705376668,2016-05-04T22:45:35.000-06:00,118.86,31.78
191308,146722800184048467,2016-05-06T22:23:45.000-06:00,0.0,0.0
192602,7871476891487676815,2016-05-02T23:00:21.000-06:00,114.8,30.83
193679,-2130281998774012518,2016-05-06T06:15:23.000-06:00,118.59,24.82
194187,-3926780516486003005,2016-05-06T23:28:30.000-06:00,120.58,30.63
195145,512536080377762488,2016-05-04T07:14:02.000-06:00,115.24,35.15
195881,3472512017976913763,2016-05-02T08:40:54.000-06:00,0.0,0.0
197424,5891718144539989527,2016-05-03T09:45:33.000-06:00,121.37,31.05
197615,8879854335939315855,2016-05-04T09:32:58.000-06:00,120.77,32.1
199884,6653538773004344959,2016-05-03T11:29:53.000-06:00,113.4,23.06
199961,-1400401387131680802,2016-05-04T11:23:07.000-06:00,108.88,34.23
200708,7201631899279333659,2016-05-07T11:38:56.000-06:00,114.21,30.6
200924,-7012806883756763717,2016-05-02T12:55:25.000-06:00,118.05,36.76
202497,1782294450606949677,2016-05-03T13:35:40.000-06:00,0.0,0.0
206470,-3412823157134643779,2016-05-06T16:26:46.000-06:00,106.14,38.5
210118,-8296813404897347929,2016-05-03T20:05:08.000-06:00,0.0,0.0
210769,-2143596290722127280,2016-05-02T21:41:15.000-06:00,113.57,22.31
210896,-5038004764648693459,2016-05-03T21:43:54.000-06:00,113.77,22.95
211304,8764291970830090319,2016-05-05T21:29:09.000-06:00,0.0,0.0
212952,1186608308763918427,2016-05-04T22:13:50.000-06:00,115.99,36.97
213753,-6943918318265075210,2016-05-01T23:18:49.000-06:00,106.07,30.79
214163,3348394282110421552,2016-05-03T23:07:55.000-06:00,0.0,0.0
214295,-5567405298222199534,2016-05-03T22:59:43.000-06:00,0.0,0.0
215497,5098778421671837341,2016-05-06T01:28:33.000-06:00,112.56,33.0
215533,1399615025655338774,2016-05-06T00:56:50.000-06:00,0.0,0.0
215646,444735209200728683,2016-05-07T01:22:02.000-06:00,0.0,0.0
216298,-8809646559068912657,2016-05-04T03:54:43.000-06:00,102.73,25.01
216731,1279477262285941486,2016-05-06T04:55:56.000-06:00,0.0,0.0
216902,5266220763241423819,2016-05-02T05:51:58.000-06:00,120.93,31.29
218197,1522573667677189193,2016-05-07T06:16:59.000-06:00,120.98,32.04
219008,-7986263111983185410,2016-05-05T07:15:19.000-06:00,0.0,0.0
219134,6245170678544495771,2016-05-06T07:53:17.000-06:00,110.45,34.86
221845,-4964938036618843405,2016-05-06T09:04:36.000-06:00,110.33,25.24
224269,3836981922725941190,2016-05-03T11:04:49.000-06:00,0.0,0.0
225016,4782582047729166353,2016-05-07T11:30:43.000-06:00,114.47,38.01
225234,2556291093345096501,2016-05-02T12:43:42.000-06:00,111.01,35.02
225346,3130674205576623612,2016-05-04T12:03:19.000-06:00,105.75,34.58
226049,-5422750063381127309,2016-05-04T13:07:39.000-06:00,115.68,30.47
226254,5518750837082759275,2016-05-05T13:08:52.000-06:00,103.75,29.6
226554,-6962385458490363420,2016-05-07T13:17:01.000-06:00,107.85,24.56
227023,3972936546093254611,2016-05-02T14:49:46.000-06:00,121.59,31.08
230356,-6059695611888480748,2016-05-07T16:09:25.000-06:00,0.0,0.0
231434,1933098393102508884,2016-05-06T17:20:07.000-06:00,113.15,23.11
232233,-7048341699121199608,2016-05-04T18:34:29.000-06:00,112.21,31.05
233536,-2307242269403765700,2016-05-03T19:15:03.000-06:00,109.81,40.65
235262,3850870550595275544,2016-05-05T20:00:33.000-06:00,0.0,0.0
235997,-2878057552753109603,2016-05-01T21:52:37.000-06:00,0.0,0.0
236003,-8737356966559391525,2016-05-01T21:00:45.000-06:00,0.0,0.0
239292,-4553516868627209265,2016-05-05T23:13:37.000-06:00,114.32,22.69
243085,-7240055874464225184,2016-05-01T06:06:54.000-06:00,120.38,31.55
244296,1811835750899522038,2016-05-02T06:59:28.000-06:00,1.0,1.0
244965,5863576258423150419,2016-05-05T07:54:45.000-06:00,113.6,23.12
245715,7061693348622889448,2016-05-02T08:49:08.000-06:00,116.56,37.37
246259,-8112665807447833692,2016-05-05T08:10:15.000-06:00,0.0,0.0
246775,-2569785542859096056,2016-05-01T08:58:20.000-06:00,0.0,0.0
247398,7214333125514913833,2016-05-04T09:37:24.000-06:00,120.11,30.31
247547,6140367565967588363,2016-05-05T09:00:01.000-06:00,0.0,0.0
248122,-6238286127300019791,2016-05-02T10:03:22.000-06:00,116.5,39.85
248241,2107223618969302050,2016-05-02T10:07:20.000-06:00,112.84,23.88
249028,-3809138174309740104,2016-05-06T10:29:28.000-06:00,112.69,22.36
250479,-3806275340535287333,2016-05-07T11:15:59.000-06:00,120.41,36.14
251041,-6188087276477269826,2016-05-03T12:46:27.000-06:00,113.81,22.76
251682,1303245967309066545,2016-05-06T12:50:09.000-06:00,0.0,0.0
253291,1186608308763918427,2016-05-01T14:30:04.000-06:00,120.72,27.84
254408,1791534503136632163,2016-05-07T14:39:22.000-06:00,121.24,28.63
254426,-1427836859659681531,2016-05-07T14:15:03.000-06:00,116.26,40.14
255299,-6148809430102033558,2016-05-04T15:13:32.000-06:00,106.49,29.57
255690,-8879446978327609562,2016-05-06T15:12:46.000-06:00,0.0,0.0
257075,329323672170442535,2016-05-07T16:15:19.000-06:00,116.1,38.45
257632,1158042221722080589,2016-05-03T17:28:48.000-06:00,120.44,31.47
257781,-7395666951059120699,2016-05-04T17:10:13.000-06:00,0.0,0.0
258047,-2449726623404699714,2016-05-05T16:58:09.000-06:00,113.26,22.66
258418,1693274070858547281,2016-05-07T17:27:50.000-06:00,0.0,0.0
260040,-2832472016989096653,2016-05-03T19:22:06.000-06:00,119.66,26.84
262423,-3902581507167045244,2016-05-07T20:07:38.000-06:00,0.0,0.0
262570,8785452274253785865,2016-05-07T20:13:41.000-06:00,0.0,0.0
264955,2188852624379953218,2016-05-05T22:13:40.000-06:00,121.66,31.31
265102,-1044875133809977056,2016-05-06T22:33:55.000-06:00,0.0,0.0
267976,-7293950065263950095,2016-05-03T01:10:56.000-06:00,114.17,22.57
271674,-6226093682658913200,2016-05-07T07:26:01.000-06:00,113.93,30.69
272127,3293226799906899585,2016-05-02T08:10:35.000-06:00,0.0,0.0
272839,3026036052479298146,2016-05-05T08:56:45.000-06:00,0.0,0.0
273982,-6166894653553518110,2016-05-04T09:01:37.000-06:00,0.0,0.0
274071,-6678900079891959550,2016-05-05T09:00:00.000-06:00,117.62,26.28
274661,-2817025162667558739,2016-05-01T10:21:01.000-06:00,120.28,31.55
275051,-6620346746951711118,2016-05-02T10:14:12.000-06:00,110.71,35.58
276402,7913455270882221454,2016-05-01T11:38:41.000-06:00,102.67,25.07
277086,-4306589217143474300,2016-05-04T11:38:07.000-06:00,116.35,23.27
277112,-5168484868548081792,2016-05-04T11:56:49.000-06:00,105.44,25.1
277895,-8491785752637389589,2016-05-01T12:34:40.000-06:00,121.89,30.89
278357,-5810336067189589368,2016-05-03T12:06:25.000-06:00,120.18,30.27
278664,-4161830452448935348,2016-05-05T12:04:44.000-06:00,0.0,0.0
278758,-1533053426678396673,2016-05-06T12:45:29.000-06:00,0.0,0.0
278855,-8357181837122863842,2016-05-06T12:07:15.000-06:00,0.0,0.0
279687,-2090712739578545768,2016-05-03T13:53:06.000-06:00,0.0,0.0
281740,5965787177532756472,2016-05-01T14:59:38.000-06:00,120.15,33.38
281958,-4993407482707979325,2016-05-02T15:47:34.000-06:00,0.0,0.0
282750,-3955140714975877915,2016-05-07T15:45:49.000-06:00,0.0,0.0
282928,-2771034268682253421,2016-05-04T16:49:05.000-06:00,0.0,0.0
286008,4889838258107201912,2016-05-07T18:00:49.000-06:00,113.39,22.51
287367,7815253943376848767,2016-05-02T20:40:03.000-06:00,123.62,47.22
287851,96609622304021381,2016-05-04T20:34:25.000-06:00,0.0,0.0
288164,7233970182972718919,2016-05-06T20:01:57.000-06:00,0.0,0.0
289444,-1960430271466971022,2016-05-05T21:40:23.000-06:00,118.74,32.03
290029,5168217981119781436,2016-05-01T22:23:16.000-06:00,0.0,0.0
291781,3327266937070262299,2016-05-07T23:09:13.000-06:00,109.26,25.08
293760,5091456197418662741,2016-05-07T01:30:03.000-06:00,121.44,31.16
295044,1186608308763918427,2016-05-05T04:28:15.000-06:00,123.15,41.28
295205,-2298556570497386930,2016-05-07T04:25:41.000-06:00,0.0,0.0
295661,-187443393070569908,2016-05-04T05:53:06.000-06:00,121.65,31.2
296277,-7910519607243379118,2016-05-03T06:32:55.000-06:00,0.0,0.0
300943,6989580665459332879,2016-05-04T09:42:24.000-06:00,0.0,0.0
302091,-4780459942016263917,2016-05-02T10:11:07.000-06:00,116.65,40.21
302390,-2769350124915649810,2016-05-03T10:49:13.000-06:00,104.0,30.0
302521,3431426478199002066,2016-05-03T10:05:58.000-06:00,116.93,34.73
305897,6382169936790302855,2016-05-03T12:36:25.000-06:00,0.0,0.0
307767,-6647341738898767222,2016-05-04T13:48:43.000-06:00,120.28,36.01
308112,-4658758848714229540,2016-05-06T13:14:18.000-06:00,0.0,0.0
310307,8162362353390461311,2016-05-03T15:05:56.000-06:00,112.37,32.54
310447,-1141376865219456193,2016-05-04T15:30:37.000-06:00,0.0,0.0
312073,-1188405620579783951,2016-05-04T16:51:36.000-06:00,121.62,38.91
312530,-7547092692287672892,2016-05-06T16:49:04.000-06:00,114.12,22.63
312968,-8043462271512420541,2016-05-07T16:50:47.000-06:00,112.38,34.65
313073,3042473554176313121,2016-05-01T16:54:57.000-06:00,126.61,45.75
313291,-2562175474008204146,2016-05-02T17:03:51.000-06:00,118.07,24.48
314280,2324658381352200967,2016-05-06T17:24:44.000-06:00,0.0,0.0
314622,-6100133718429389184,2016-05-07T17:27:08.000-06:00,0.0,0.0
316228,5984709817076875715,2016-05-07T18:09:36.000-06:00,113.91,22.53
316240,-4425214224975480371,2016-05-07T18:12:35.000-06:00,0.0,0.0
317485,3224687681274585087,2016-05-04T19:48:01.000-06:00,0.0,0.0
317596,-6660321805661021679,2016-05-04T19:41:19.000-06:00,0.0,0.0
318766,-8783851385933673163,2016-05-03T20:10:48.000-06:00,118.81,32.11
319816,226278751965800719,2016-05-07T20:17:40.000-06:00,0.0,0.0
320265,7782943363889386599,2016-05-02T21:32:54.000-06:00,120.21,33.4
320917,8494281100712502109,2016-05-04T21:47:30.000-06:00,117.06,28.26
324700,4452542815713609230,2016-05-05T23:03:55.000-06:00,120.99,31.37
325579,-8000346080867820930,2016-05-04T00:35:06.000-06:00,93.38,42.9
325759,7437397320808565154,2016-05-06T00:21:59.000-06:00,112.13,32.05
326187,-5078351346355130700,2016-05-02T01:07:26.000-06:00,0.0,0.0
326613,-1063611021376335130,2016-05-07T01:07:25.000-06:00,0.0,0.0
326789,2859701984769760936,2016-05-03T02:02:01.000-06:00,0.0,0.0
327887,3420974767883028207,2016-05-03T05:35:04.000-06:00,0.0,0.0
328317,-5039714179711289359,2016-05-02T06:53:02.000-06:00,113.66,23.06
329359,3342260349965142290,2016-05-02T07:49:10.000-06:00,106.63,26.67
329697,6000807467253437550,2016-05-05T07:15:57.000-06:00,116.9,32.81
330076,-8607155665354073495,2016-05-07T07:30:35.000-06:00,108.4,30.76
330269,-9086124425935463138,2016-05-01T08:22:11.000-06:00,0.0,0.0
332642,1186608308763918427,2016-05-01T10:37:23.000-06:00,0.0,0.0
333829,1448576961583518721,2016-05-03T10:18:10.000-06:00,104.09,30.65
334183,1198895852274265062,2016-05-04T10:37:25.000-06:00,114.47,38.0
336315,938152758918740005,2016-05-06T02:01:07.000-06:00,0.0,0.0
337332,-7954313664234102540,2016-05-01T01:42:10.000-06:00,116.15,23.31
338336,-964656876331940455,2016-05-07T02:46:21.000-06:00,0.0,0.0
338790,-8295895346874348777,2016-05-01T04:00:19.000-06:00,112.24,22.89
338809,-7543817374009022173,2016-05-02T04:28:47.000-06:00,121.03,32.32
339585,8832599278087269585,2016-05-07T05:42:25.000-06:00,0.0,0.0
342817,-927967203256772460,2016-05-01T09:04:19.000-06:00,0.0,0.0
343050,4408110521263818768,2016-05-02T08:57:35.000-06:00,118.19,32.06
344144,-6333369113373436957,2016-05-01T10:00:09.000-06:00,107.9,35.99
344494,2241767092438554986,2016-05-03T09:57:16.000-06:00,119.95,37.18
346141,591340737194606714,2016-05-02T11:53:17.000-06:00,119.1,25.47
346428,4260012513297340312,2016-05-03T11:02:53.000-06:00,114.35,22.61
347452,-5461351557380117135,2016-05-04T11:13:28.000-06:00,105.35,24.78
348444,-1133913387809768728,2016-05-03T12:09:22.000-06:00,0.0,0.0
349407,3524747680180984420,2016-05-01T12:14:19.000-06:00,0.0,0.0
349862,84437100507308647,2016-05-01T12:36:53.000-06:00,113.16,23.12
349988,-139909923562028326,2016-05-03T13:33:00.000-06:00,0.0,0.0
350169,-1957052737058040152,2016-05-01T12:40:21.000-06:00,113.34,34.82
351480,-3487577127419711320,2016-05-03T12:30:51.000-06:00,104.0,30.0
